11	6	5	5	5	7	6	5
11	6	5	5	5	6	5	5
12	8	5	5	6	10	8	6
14	8	4	5	8	10	5	5
11	6	5	5	5	5	4	5
34	16	8	13	18	12	15	13
11	7	6	5	6	5	3	5
11	7	5	4	13	16	16	10
68	22	13	17	21	12	14	16
14	18	18	5	7	10	9	6
40	15	8	8	12	6	10	7
10	6	5	5	5	5	3	5
11	6	5	5	5	5	3	5
11	6	4	5	5	5	5	5
22	12	13	8	6	5	4	5
18	11	10	6	5	5	5	5
11	6	4	4	5	5	3	5
19	12	10	8	7	5	3	5
39	22	11	19	13	10	18	12
13	7	5	5	7	8	7	6
11	6	4	5	5	5	4	5
14	8	4	5	8	10	5	5
11	6	5	5	13	16	14	10
67	21	11	10	17	16	12	15
22	13	14	8	7	5	4	5
13	8	4	5	8	9	8	5
32	21	11	22	14	13	21	14
51	20	11	16	21	13	19	15
13	8	6	5	5	5	5	5
12	7	6	5	5	5	3	5
12	8	7	6	6	5	4	6
11	7	6	5	6	5	4	5
11	6	4	4	5	5	3	5
11	6	5	5	5	7	6	5
15	19	19	6	8	11	11	7
12	8	19	5	8	9	11	8
33	13	8	8	10	6	10	7
12	7	5	5	16	20	15	11
11	6	5	5	5	5	3	5
11	7	6	5	5	5	4	5
15	10	7	6	9	11	12	7
13	8	5	5	8	10	9	5
11	6	5	4	13	16	15	10
12	7	5	5	5	5	3	5
13	6	5	5	11	12	12	9
69	22	11	15	25	15	16	18
50	21	12	14	22	13	16	20
12	7	7	6	6	5	4	6
14	7	6	5	5	5	4	5
11	8	10	5	7	5	3	5
14	6	6	5	5	5	4	5
67	26	13	18	30	14	21	19
12	9	18	5	8	8	11	8
11	6	5	5	5	5	6	6
37	23	10	18	13	13	17	11
11	13	12	5	6	9	7	5
60	18	11	13	20	14	16	15
11	6	5	5	5	7	6	5
12	7	7	6	7	5	4	5
13	8	4	5	8	10	5	5
22	12	14	8	7	5	4	5
59	15	9	11	22	13	18	16
11	6	5	4	5	5	5	5
32	14	10	15	22	10	13	12
58	20	11	13	19	10	10	18
14	8	5	5	7	7	5	6
13	8	5	5	8	10	9	6
13	8	4	5	8	10	9	5
64	21	10	11	17	17	14	11
20	12	12	7	5	5	6	6
18	9	10	6	6	5	6	6
11	6	4	5	5	5	4	5
11	6	5	5	9	10	11	8
53	23	11	14	23	15	21	22
11	7	4	5	5	9	7	5
11	9	18	5	8	7	11	8
55	15	9	12	18	17	15	16
11	6	4	5	5	5	4	5
63	16	11	15	24	13	15	15
52	18	9	15	22	18	16	18
13	8	4	5	8	10	5	5
15	17	19	6	8	12	12	8
11	6	4	5	8	9	8	6
23	13	12	8	6	5	4	6
11	6	4	4	6	5	6	5
40	16	10	16	19	13	14	19
36	25	11	17	17	12	21	20
11	6	5	5	11	15	11	8
32	15	9	13	19	12	16	16
37	21	9	17	14	14	20	12
69	20	11	15	14	13	13	15
20	13	10	7	7	6	4	5
11	6	4	4	5	5	4	5
55	20	9	11	19	16	16	14
47	20	12	15	23	14	18	14
14	8	4	5	8	10	5	5
18	12	10	6	6	5	5	5
20	13	11	7	6	5	6	6
13	6	5	5	7	8	7	6
43	19	8	18	16	14	20	14
11	6	4	5	7	8	8	7
20	12	10	6	5	5	3	5
15	7	6	5	10	10	10	8
11	6	5	5	5	7	6	5
38	25	11	19	18	13	18	20
55	16	8	12	16	13	12	11
56	19	9	18	16	14	18	14
43	19	8	18	16	14	20	14
59	19	10	11	15	12	14	13
20	12	11	7	5	5	3	5
11	6	4	5	7	7	9	7
12	6	5	5	5	5	4	5
24	15	12	8	6	5	4	5
41	24	10	14	14	13	24	12
10	6	5	5	8	10	9	7
31	17	11	14	19	13	20	15
17	10	8	6	9	11	12	7
20	15	14	8	5	5	3	5
14	8	4	5	8	10	5	5
11	7	5	4	13	16	15	10
11	7	5	5	6	5	6	6
11	6	5	5	6	6	6	6
61	21	12	15	17	15	12	18
10	6	5	5	13	16	14	10
16	9	6	5	5	5	3	5
14	8	4	5	8	10	5	5
56	21	11	12	17	11	14	13
21	14	11	7	11	15	16	9
11	6	5	5	5	7	6	5
11	6	5	5	10	13	11	7
50	20	10	16	21	17	24	17
12	7	7	5	6	5	7	6
51	16	8	12	16	13	12	11
63	19	11	18	33	17	18	15
11	6	5	5	5	7	6	5
70	29	14	17	29	15	16	22
12	9	18	5	11	12	14	9
30	16	10	13	18	12	19	13
44	19	11	14	26	14	21	20
11	6	5	5	5	6	5	5
39	22	11	19	13	10	18	12
32	22	11	23	14	13	22	14
12	6	5	5	6	5	5	6
13	7	5	6	10	10	11	8
16	10	9	6	5	5	7	6
11	6	4	4	5	5	3	5
18	12	8	7	5	5	4	5
11	7	5	4	13	16	16	10
11	6	5	5	5	5	3	5
14	8	4	5	8	10	5	5
50	20	10	10	19	15	16	14
68	21	11	12	19	19	14	14
11	6	5	5	5	7	6	5
12	7	6	6	7	5	4	5
14	18	18	6	8	11	10	7
62	20	10	18	20	19	18	15
50	19	10	13	21	14	21	14
10	6	5	5	5	5	4	5
11	6	5	5	6	5	4	5
12	8	19	5	16	19	16	10
65	18	10	11	21	14	17	14
11	6	5	5	5	5	4	5
11	6	5	5	6	5	4	5
14	11	8	6	9	12	12	8
13	6	5	5	10	11	10	8
12	6	5	5	8	8	8	7
13	8	4	5	8	10	5	5
10	6	5	5	5	5	4	5
48	16	10	13	17	13	17	12
38	16	10	10	16	13	14	10
11	6	4	4	5	5	5	6
27	15	10	12	16	12	15	11
67	21	11	18	16	10	18	17
39	17	9	9	13	15	20	11
45	23	13	15	24	13	19	18
42	16	10	15	22	12	19	18
11	7	4	5	6	10	8	5
11	7	5	5	13	16	16	10
12	7	6	5	5	5	3	5
20	13	12	7	5	5	4	5
47	27	13	18	18	12	18	17
13	6	5	5	10	11	11	8
16	10	10	6	5	5	6	6
54	20	11	13	17	14	16	18
11	6	5	5	5	5	5	5
12	7	6	5	5	5	4	5
62	25	12	15	20	13	16	13
22	14	13	7	12	15	18	10
41	20	8	19	13	14	23	11
46	23	11	14	21	13	22	21
11	6	5	5	5	7	6	5
11	6	5	5	5	7	6	5
54	16	8	13	16	13	15	13
47	18	11	17	23	12	17	19
16	10	9	6	5	5	4	5
20	13	10	7	5	5	3	5
11	7	5	5	7	8	6	6
12	7	5	5	6	5	7	6
54	16	9	12	18	17	15	16
15	7	5	5	10	10	9	7
17	11	9	6	10	14	13	8
14	8	4	5	8	10	5	5
11	6	4	5	5	5	5	6
14	11	8	5	9	12	11	8
11	6	5	5	5	6	5	5
11	6	5	5	13	13	13	9
14	8	4	5	8	10	5	5
22	12	12	8	5	5	4	5
46	19	8	13	12	19	10	10
13	8	4	5	8	10	5	5
13	8	8	5	6	5	8	6
19	12	10	6	6	5	6	5
11	6	5	5	5	7	6	5
11	6	5	5	5	5	4	5
39	21	11	19	13	10	18	12
11	7	5	5	14	16	14	10
39	21	11	19	13	10	18	12
11	6	5	5	5	5	4	5
41	20	9	19	13	14	23	11
11	6	5	5	5	5	4	5
20	13	11	7	5	5	4	5
11	6	4	5	5	5	6	6
10	6	4	5	5	5	4	5
22	12	10	8	7	5	4	5
22	15	13	7	12	15	19	10
56	20	11	16	21	14	18	14
39	21	11	19	13	10	18	12
13	7	5	6	10	10	11	8
20	13	10	7	7	5	4	5
11	6	4	5	6	6	6	6
14	6	5	5	6	5	5	6
38	18	10	13	19	12	18	20
47	21	10	15	20	13	17	14
40	17	9	9	13	15	21	12
35	23	10	13	14	11	22	10
15	8	5	5	7	7	5	6
11	6	4	5	5	5	4	5
18	12	10	7	12	15	16	9
45	17	11	18	20	15	15	20
13	8	4	5	8	10	5	5
11	6	5	5	5	5	4	5
13	7	5	5	16	20	17	11
21	12	11	7	5	5	6	6
11	6	5	5	5	7	6	5
69	21	10	15	20	17	17	15
58	20	11	14	19	11	10	18
15	17	19	6	8	12	11	8
14	8	5	5	7	7	5	6
20	14	11	7	14	18	18	10
38	13	9	13	18	11	17	14
12	6	4	5	13	17	15	10
14	8	4	5	8	10	5	5
11	6	5	5	5	5	3	5
12	8	6	5	5	5	4	5
14	8	4	5	8	10	5	5
40	17	9	22	12	14	21	12
11	6	4	5	5	5	5	5
13	8	4	5	8	10	5	5
11	6	5	5	5	7	6	5
11	6	5	4	6	5	7	6
12	7	5	5	5	5	3	5
40	21	11	22	14	11	22	14
19	13	11	7	12	14	17	10
11	6	4	4	5	5	3	5
21	11	9	7	6	5	4	5
20	14	11	7	14	18	17	10
13	8	6	5	6	7	7	6
11	7	5	5	14	16	16	10
18	13	10	7	14	17	19	11
11	6	5	5	5	7	6	5
56	16	11	14	18	15	12	18
74	22	15	17	29	14	17	19
12	6	5	5	5	5	4	5
12	8	7	5	5	5	6	6
12	7	6	5	5	5	7	6
14	8	4	5	8	10	5	5
11	6	5	4	6	5	6	6
14	8	4	5	8	10	5	5
12	14	13	5	7	10	10	7
47	20	9	14	15	14	17	17
18	11	10	6	5	6	6	6
19	11	8	6	5	5	3	5
11	7	5	5	6	10	8	5
14	8	4	5	8	10	5	5
14	9	4	5	8	10	5	5
12	6	5	5	10	11	11	8
11	6	5	5	5	6	5	5
63	21	10	13	21	14	20	15
13	6	5	5	6	6	6	6
39	21	9	19	13	14	23	11
62	18	10	15	20	19	16	13
13	6	5	5	10	11	11	8
11	6	5	5	5	5	3	5
35	16	10	13	19	12	18	16
14	8	4	5	8	10	5	5
10	6	4	4	5	5	5	5
10	6	5	5	7	7	7	6
11	6	5	4	14	15	12	9
56	21	11	15	16	12	17	13
14	8	4	5	8	10	5	5
21	14	12	8	6	5	3	5
11	6	4	5	5	5	4	5
11	6	6	5	5	5	3	5
11	6	4	4	5	5	3	5
32	16	9	13	19	12	15	15
11	6	4	4	5	5	5	5
15	8	6	5	5	5	3	5
14	8	4	5	8	10	5	5
13	7	5	5	16	19	17	11
29	19	10	17	21	13	19	11
44	15	9	14	17	12	13	13
18	11	10	7	6	5	6	6
11	6	5	4	5	5	3	5
13	8	4	5	8	10	5	5
11	6	4	5	6	5	6	6
11	6	4	5	5	5	4	5
66	22	11	14	25	14	16	18
15	10	7	6	11	13	15	8
14	8	4	5	8	10	5	5
14	9	9	6	6	5	3	5
12	6	5	4	13	17	14	10
14	8	4	5	8	10	5	5
54	19	9	15	22	17	21	17
11	6	5	5	5	7	6	5
12	6	5	5	10	11	13	8
12	8	19	5	14	16	14	9
11	6	5	5	5	5	3	5
14	10	8	6	7	10	9	7
14	11	8	6	9	13	11	7
56	16	9	12	21	16	15	11
55	20	13	15	23	11	20	18
12	7	5	5	5	5	4	5
11	6	5	5	5	7	6	5
20	13	12	7	5	5	3	5
14	8	6	5	5	5	4	5
11	7	6	5	8	10	11	8
11	14	13	5	6	9	8	6
18	9	10	6	6	5	7	6
11	6	5	5	9	11	11	8
57	18	10	9	17	10	8	16
13	16	18	5	7	11	9	6
67	32	12	20	21	19	20	23
11	8	8	5	6	5	3	5
11	6	4	5	5	5	4	5
18	12	11	7	11	14	17	9
13	8	4	5	8	10	5	5
13	8	5	5	15	16	15	10
11	6	5	5	7	8	8	7
13	9	7	5	9	11	10	7
21	13	10	7	5	5	3	5
12	6	5	5	10	11	11	8
15	10	8	6	5	5	4	5
57	19	9	17	16	14	18	14
11	7	6	5	6	5	4	6
69	17	11	16	28	13	15	16
20	13	10	7	6	5	4	5
21	9	10	6	5	5	5	6
57	15	8	12	16	13	13	12
21	14	10	7	7	6	4	5
21	13	12	7	6	5	7	6
13	8	5	5	15	16	14	10
11	6	5	5	5	5	3	5
19	12	9	6	5	5	3	5
17	9	10	6	6	5	7	6
37	16	10	13	18	12	16	15
10	6	5	5	5	5	3	5
53	21	11	11	18	14	13	15
13	7	5	6	10	10	11	8
12	7	5	5	6	8	8	7
12	15	13	5	7	10	10	7
11	6	5	5	5	5	5	5
23	6	4	4	5	5	5	5
26	17	7	12	9	10	16	9
12	6	5	5	9	11	11	8
18	12	10	6	12	15	15	9
11	7	5	5	14	16	16	10
14	8	4	5	8	10	5	5
12	9	6	5	7	8	8	6
19	12	10	8	7	5	3	5
10	6	4	5	6	6	8	6
60	17	11	13	20	14	16	15
17	12	9	6	9	12	12	8
11	6	5	5	5	5	4	5
12	6	5	5	5	5	4	5
11	6	4	5	5	5	3	5
15	7	5	5	9	9	8	7
11	7	5	5	5	5	6	5
30	21	10	16	14	11	21	12
12	9	6	5	8	10	11	7
14	8	4	5	8	10	5	5
14	8	4	5	8	10	5	5
30	21	10	16	15	11	21	12
62	20	10	18	20	19	19	16
21	12	10	8	7	5	4	5
18	13	10	7	13	17	19	10
18	6	5	5	5	5	5	5
74	17	10	19	25	18	20	19
48	14	10	14	23	16	20	18
35	17	9	22	14	14	21	12
61	29	16	19	19	14	18	19
35	20	11	15	20	14	20	20
13	8	4	5	8	9	8	5
42	18	11	13	23	12	17	14
11	6	5	5	5	5	4	5
41	17	9	21	12	14	21	12
74	35	12	21	20	17	15	24
54	23	13	18	18	13	22	19
20	13	10	6	5	5	3	5
11	6	4	5	5	5	6	6
19	10	8	6	5	5	4	5
13	8	7	6	5	5	3	5
15	8	6	5	5	5	4	5
12	6	5	5	5	5	4	5
40	22	11	12	15	10	18	10
19	12	11	6	5	5	5	6
41	18	8	13	10	15	8	8
11	6	4	5	5	5	5	5
37	21	10	17	14	13	17	11
18	11	11	6	5	5	7	6
13	8	5	5	8	10	9	5
15	16	14	6	9	12	11	8
35	23	12	20	14	13	21	13
11	6	4	5	6	6	7	6
16	10	9	6	5	5	3	5
11	6	5	5	7	7	8	7
11	6	4	5	6	5	7	6
10	6	4	4	5	5	5	5
12	7	5	5	5	5	4	5
11	6	4	5	5	5	4	5
10	6	4	4	5	5	3	5
11	7	6	5	7	8	11	8
11	7	6	5	6	5	3	5
12	8	5	5	7	9	8	5
19	12	9	7	5	5	4	5
14	8	4	5	8	10	5	5
49	20	11	11	18	14	13	15
43	17	10	13	17	14	19	19
54	20	11	13	18	15	16	18
18	13	10	7	13	17	17	10
14	8	4	5	8	10	5	5
19	11	5	5	8	5	7	6
28	19	9	15	21	11	20	13
14	8	4	5	8	10	5	5
64	19	9	10	20	14	20	15
14	8	4	5	8	10	5	5
57	24	10	14	23	15	20	16
73	25	12	14	26	15	16	19
11	6	5	5	5	5	4	5
18	10	7	6	5	5	5	5
72	17	10	18	25	18	22	19
50	21	10	16	19	14	20	20
11	7	6	4	13	15	15	10
20	15	13	8	5	5	4	5
15	8	5	6	8	7	6	6
12	8	19	5	16	18	15	10
37	17	10	14	20	14	18	14
13	6	5	5	9	9	8	7
11	6	5	5	6	5	3	5
13	8	4	5	8	10	5	5
13	8	8	6	6	5	4	6
66	19	10	15	19	16	16	13
30	19	8	11	14	8	12	9
13	8	5	5	8	10	9	6
59	21	12	15	18	14	12	17
17	12	9	6	10	13	15	9
13	8	4	5	8	10	5	5
20	11	10	6	5	5	5	5
13	6	5	5	9	11	11	8
27	17	8	13	9	10	15	9
13	6	5	5	9	10	9	7
11	6	4	5	6	6	7	6
35	18	8	13	11	9	15	10
65	19	9	15	19	16	17	14
11	7	4	5	5	9	7	5
13	8	4	5	8	10	5	5
12	8	5	5	8	9	9	6
18	12	11	7	6	5	3	5
16	12	9	6	9	13	13	8
16	10	9	7	6	5	4	5
18	10	9	6	5	5	4	5
11	7	10	6	5	5	3	5
21	14	11	7	12	16	17	9
12	14	13	5	7	10	10	7
14	8	4	5	8	10	5	5
18	12	9	7	7	6	4	5
20	11	11	7	5	5	5	5
62	23	14	16	24	15	19	23
43	23	10	17	21	13	16	16
14	8	4	5	8	10	5	5
14	8	4	5	8	10	5	5
12	7	4	5	6	7	5	6
12	14	13	5	7	10	10	6
10	6	5	4	14	17	12	8
40	19	8	13	13	19	11	10
13	7	4	5	15	16	14	10
11	6	5	5	6	5	3	5
13	8	4	5	8	10	9	5
12	9	19	5	9	11	11	9
13	6	5	5	11	12	11	9
21	12	11	7	5	5	4	5
11	6	5	5	5	7	6	5
50	17	10	14	16	13	17	13
16	11	9	6	13	16	16	9
13	8	4	5	8	10	9	5
12	6	5	5	10	11	10	8
13	9	5	5	8	10	9	6
13	7	5	6	10	10	10	8
13	15	14	5	8	11	11	7
33	15	9	14	18	13	19	12
20	13	11	7	6	5	6	6
12	8	5	5	6	10	8	5
15	9	7	6	5	5	4	5
11	6	5	5	5	5	6	6
13	9	7	5	9	10	11	7
35	22	11	11	14	8	21	10
44	15	9	13	15	12	17	11
61	15	10	12	23	13	18	16
11	6	4	5	5	5	5	5
11	6	4	5	5	5	4	5
13	8	5	5	8	10	9	6
16	11	9	6	10	12	14	8
27	18	9	24	15	10	20	12
42	19	8	18	16	14	20	14
11	6	5	5	5	7	6	5
13	8	5	5	8	10	9	5
11	9	18	4	7	5	8	6
31	20	8	14	17	11	17	9
